КодЗаказа,КодКлиента,КодСотрудника,ДатаРазмещения,ДатаНазначения,ДатаИсполнения,Доставка,СтоимостьДоставки,НазваниеПолучателя,АдресПолучателя,ГородПолучателя,ОбластьПолучателя,ИндексПолучателя,СтранаПолучателя
10957,"HILAA",8,"03/18/98 00:00:00","04/15/98 00:00:00","03/27/98 00:00:00",3,105.3600,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10958,"OCEAN",7,"03/18/98 00:00:00","04/15/98 00:00:00","03/27/98 00:00:00",2,49.5600,"Oceano Atlantico Ltda.","Ing. Gustavo Moncada 8585
Piso 20-A","Буэнос-Айрес",,"1010","Аргентина"
10959,"GOURL",6,"03/18/98 00:00:00","04/29/98 00:00:00","03/23/98 00:00:00",2,4.9800,"Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
10960,"HILAA",3,"03/19/98 00:00:00","04/02/98 00:00:00","04/08/98 00:00:00",1,2.0800,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10961,"QUEEN",8,"03/19/98 00:00:00","04/16/98 00:00:00","03/30/98 00:00:00",1,104.4700,"Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
10962,"QUICK",8,"03/19/98 00:00:00","04/16/98 00:00:00","03/23/98 00:00:00",2,275.7900,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10963,"FURIB",9,"03/19/98 00:00:00","04/16/98 00:00:00","03/26/98 00:00:00",3,2.7000,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Лиссабон",,"1675","Португалия"
10964,"SPECD",3,"03/20/98 00:00:00","04/17/98 00:00:00","03/24/98 00:00:00",2,87.3800,"Specialites du monde","25, rue Lauriston","Париж",,"75016","Франция"
10965,"OLDWO",6,"03/20/98 00:00:00","04/17/98 00:00:00","03/30/98 00:00:00",3,144.3800,"Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
10966,"CHOPS",4,"03/20/98 00:00:00","04/17/98 00:00:00","04/08/98 00:00:00",1,27.1900,"Chop-suey Chinese","Hauptstr. 31","Берн",,"3012","Швейцария"
10967,"TOMSP",2,"03/23/98 00:00:00","04/20/98 00:00:00","04/02/98 00:00:00",2,62.2200,"Toms Spezialitaten","Luisenstr. 48","Мюнстер",,"44087","Германия"
10968,"ERNSH",1,"03/23/98 00:00:00","04/20/98 00:00:00","04/01/98 00:00:00",3,74.6000,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10969,"COMMI",1,"03/23/98 00:00:00","04/20/98 00:00:00","03/30/98 00:00:00",2,0.2100,"Comercio Mineiro","Av. dos Lusiadas, 23","Сан-Пауло","SP","05432-043","Бразилия"
10970,"BOLID",9,"03/24/98 00:00:00","04/07/98 00:00:00","04/24/98 00:00:00",1,16.1600,"Bolido Comidas preparadas","C/ Araquil, 67","Мадрид",,"28023","Испания"
10971,"FRANR",2,"03/24/98 00:00:00","04/21/98 00:00:00","04/02/98 00:00:00",2,121.8200,"France restauration","54, rue Royale","Нант",,"44000","Франция"
10972,"LACOR",4,"03/24/98 00:00:00","04/21/98 00:00:00","03/26/98 00:00:00",2,0.0200,"La corne d'abondance","67, avenue de l'Europe","Версаль",,"78000","Франция"
10973,"LACOR",6,"03/24/98 00:00:00","04/21/98 00:00:00","03/27/98 00:00:00",2,15.1700,"La corne d'abondance","67, avenue de l'Europe","Версаль",,"78000","Франция"
10974,"SPLIR",3,"03/25/98 00:00:00","04/08/98 00:00:00","04/03/98 00:00:00",3,12.9600,"Split Rail Beer & Ale","P.O. Box 555","Лендер","WY","82520","США"
10975,"BOTTM",1,"03/25/98 00:00:00","04/22/98 00:00:00","03/27/98 00:00:00",3,32.2700,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10976,"HILAA",1,"03/25/98 00:00:00","05/06/98 00:00:00","04/03/98 00:00:00",1,37.9700,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
10977,"FOLKO",8,"03/26/98 00:00:00","04/23/98 00:00:00","04/10/98 00:00:00",3,208.5000,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10978,"MAISD",9,"03/26/98 00:00:00","04/23/98 00:00:00","04/23/98 00:00:00",2,32.8200,"Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
10979,"ERNSH",8,"03/26/98 00:00:00","04/23/98 00:00:00","03/31/98 00:00:00",2,353.0700,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10980,"FOLKO",4,"03/27/98 00:00:00","05/08/98 00:00:00","04/17/98 00:00:00",1,1.2600,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10981,"HANAR",1,"03/27/98 00:00:00","04/24/98 00:00:00","04/02/98 00:00:00",2,193.3700,"Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
10982,"BOTTM",2,"03/27/98 00:00:00","04/24/98 00:00:00","04/08/98 00:00:00",1,14.0100,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
10983,"SAVEA",2,"03/27/98 00:00:00","04/24/98 00:00:00","04/06/98 00:00:00",2,657.5400,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10984,"SAVEA",1,"03/30/98 00:00:00","04/27/98 00:00:00","04/03/98 00:00:00",3,211.2200,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
10985,"HUNGO",2,"03/30/98 00:00:00","04/27/98 00:00:00","04/02/98 00:00:00",1,91.5100,"Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
10986,"OCEAN",8,"03/30/98 00:00:00","04/27/98 00:00:00","04/21/98 00:00:00",2,217.8600,"Oceano Atlantico Ltda.","Ing. Gustavo Moncada 8585
Piso 20-A","Буэнос-Айрес",,"1010","Аргентина"
10987,"EASTC",8,"03/31/98 00:00:00","04/28/98 00:00:00","04/06/98 00:00:00",1,185.4800,"Eastern Connection","35 King George","Лондон",,"WX3 6FW","Великобритания"
10988,"RATTC",3,"03/31/98 00:00:00","04/28/98 00:00:00","04/10/98 00:00:00",2,61.1400,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
10989,"QUEDE",2,"03/31/98 00:00:00","04/28/98 00:00:00","04/02/98 00:00:00",1,34.7600,"Que Delicia","Rua da Panificadora, 12","Рио-де-Жанейро","RJ","02389-673","Бразилия"
10990,"ERNSH",2,"04/01/98 00:00:00","05/13/98 00:00:00","04/07/98 00:00:00",3,117.6100,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
10991,"QUICK",1,"04/01/98 00:00:00","04/29/98 00:00:00","04/07/98 00:00:00",1,38.5100,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10992,"THEBI",1,"04/01/98 00:00:00","04/29/98 00:00:00","04/03/98 00:00:00",3,4.2700,"The Big Cheese","89 Jefferson Way
Suite 2","Портленд","OR","97201","США"
10993,"FOLKO",7,"04/01/98 00:00:00","04/29/98 00:00:00","04/10/98 00:00:00",3,8.8100,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
10994,"VAFFE",2,"04/02/98 00:00:00","04/16/98 00:00:00","04/09/98 00:00:00",3,65.5300,"Vaffeljernet","Smagsloget 45","Орхус",,"8200","Дания"
10995,"PERIC",1,"04/02/98 00:00:00","04/30/98 00:00:00","04/06/98 00:00:00",3,46.0000,"Pericles Comidas clasicas","Calle Dr. Jorge Cash 321","Мехико",,"05033","Мексика"
10996,"QUICK",4,"04/02/98 00:00:00","04/30/98 00:00:00","04/10/98 00:00:00",2,1.1200,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
10997,"LILAS",8,"04/03/98 00:00:00","05/15/98 00:00:00","04/13/98 00:00:00",2,73.9100,"LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
10998,"WOLZA",8,"04/03/98 00:00:00","04/17/98 00:00:00","04/17/98 00:00:00",2,20.3100,"Wolski Zajazd","ul. Filtrowa 68","Варшава",,"01-012","Польша"
10999,"OTTIK",6,"04/03/98 00:00:00","05/01/98 00:00:00","04/10/98 00:00:00",2,96.3500,"Ottilies Kaseladen","Mehrheimerstr. 369","Кельн",,"50739","Германия"
11000,"RATTC",2,"04/06/98 00:00:00","05/04/98 00:00:00","04/14/98 00:00:00",3,55.1200,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
11001,"FOLKO",2,"04/06/98 00:00:00","05/04/98 00:00:00","04/14/98 00:00:00",2,197.3000,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
11002,"SAVEA",4,"04/06/98 00:00:00","05/04/98 00:00:00","04/16/98 00:00:00",1,141.1600,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
11003,"THECR",3,"04/06/98 00:00:00","05/04/98 00:00:00","04/08/98 00:00:00",3,14.9100,"The Cracker Box","55 Grizzly Peak Rd.","Бут","MT","59801","США"
11004,"MAISD",3,"04/07/98 00:00:00","05/05/98 00:00:00","04/20/98 00:00:00",1,44.8400,"Maison Dewey","Rue Joseph-Bens 532","Брюссель",,"B-1180","Бельгия"
11005,"WILMK",2,"04/07/98 00:00:00","05/05/98 00:00:00","04/10/98 00:00:00",1,0.7500,"Wilman Kala","Keskuskatu 45","Хельсинки",,"21240","Финляндия"
11006,"GREAL",3,"04/07/98 00:00:00","05/05/98 00:00:00","04/15/98 00:00:00",2,25.1900,"Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
11007,"PRINI",8,"04/08/98 00:00:00","05/06/98 00:00:00","04/13/98 00:00:00",2,202.2400,"Princesa Isabel Vinhos","Estrada da saude n. 58","Лиссабон",,"1756","Португалия"
11008,"ERNSH",7,"04/08/98 00:00:00","05/06/98 00:00:00",,3,79.4600,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
11009,"GODOS",2,"04/08/98 00:00:00","05/06/98 00:00:00","04/10/98 00:00:00",1,59.1100,"Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
11010,"REGGC",2,"04/09/98 00:00:00","05/07/98 00:00:00","04/21/98 00:00:00",2,28.7100,"Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
11011,"ALFKI",3,"04/09/98 00:00:00","05/07/98 00:00:00","04/13/98 00:00:00",1,1.2100,"Alfreds Futterkiste","Obere Str. 57","Берлин",,"12209","Германия"
11012,"FRANK",1,"04/09/98 00:00:00","04/23/98 00:00:00","04/17/98 00:00:00",3,242.9500,"Frankenversand","Berliner Platz 43","Мюнхен",,"80805","Германия"
11013,"ROMEY",2,"04/09/98 00:00:00","05/07/98 00:00:00","04/10/98 00:00:00",1,32.9900,"Romero y tomillo","Gran Via, 1","Мадрид",,"28001","Испания"
11014,"LINOD",2,"04/10/98 00:00:00","05/08/98 00:00:00","04/15/98 00:00:00",3,23.6000,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
11015,"SANTG",2,"04/10/98 00:00:00","04/24/98 00:00:00","04/20/98 00:00:00",2,4.6200,"Sante Gourmet","Erling Skakkes gate 78","Ставерен",,"4110","Норвегия"
11016,"AROUT",9,"04/10/98 00:00:00","05/08/98 00:00:00","04/13/98 00:00:00",2,33.8000,"Around the Horn","Brook Farm
Stratford St. Mary","Колчестер","Essex","CO7 6JX","Великобритания"
11017,"ERNSH",9,"04/13/98 00:00:00","05/11/98 00:00:00","04/20/98 00:00:00",2,754.2600,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
11018,"LONEP",4,"04/13/98 00:00:00","05/11/98 00:00:00","04/16/98 00:00:00",2,11.6500,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Портленд","OR","97219","США"
11019,"RANCH",6,"04/13/98 00:00:00","05/11/98 00:00:00",,3,3.1700,"Rancho grande","Av. del Libertador 900","Буэнос-Айрес",,"1010","Аргентина"
11020,"OTTIK",2,"04/14/98 00:00:00","05/12/98 00:00:00","04/16/98 00:00:00",2,43.3000,"Ottilies Kaseladen","Mehrheimerstr. 369","Кельн",,"50739","Германия"
11021,"QUICK",3,"04/14/98 00:00:00","05/12/98 00:00:00","04/21/98 00:00:00",1,297.1800,"QUICK-Stop","Taucherstrasse 10","Кюневальд",,"01307","Германия"
11022,"HANAR",9,"04/14/98 00:00:00","05/12/98 00:00:00","05/04/98 00:00:00",2,6.2700,"Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
11023,"BSBEV",1,"04/14/98 00:00:00","04/28/98 00:00:00","04/24/98 00:00:00",2,123.8300,"B's Beverages","Fauntleroy Circus","Лондон",,"EC2 5NT","Великобритания"
11024,"EASTC",4,"04/15/98 00:00:00","05/13/98 00:00:00","04/20/98 00:00:00",1,74.3600,"Eastern Connection","35 King George","Лондон",,"WX3 6FW","Великобритания"
11025,"WARTH",6,"04/15/98 00:00:00","05/13/98 00:00:00","04/24/98 00:00:00",3,29.1700,"Wartian Herkku","Torikatu 38","Оулу",,"90110","Финляндия"
11026,"FRANS",4,"04/15/98 00:00:00","05/13/98 00:00:00","04/28/98 00:00:00",1,47.0900,"Franchi S.p.A.","Via Monte Bianco 34","Турин",,"10100","Италия"
11027,"BOTTM",1,"04/16/98 00:00:00","05/14/98 00:00:00","04/20/98 00:00:00",1,52.5200,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
11028,"KOENE",2,"04/16/98 00:00:00","05/14/98 00:00:00","04/22/98 00:00:00",1,29.5900,"Koniglich Essen","Maubelstr. 90","Бранденбург",,"14776","Германия"
11029,"CHOPS",4,"04/16/98 00:00:00","05/14/98 00:00:00","04/27/98 00:00:00",1,47.8400,"Chop-suey Chinese","Hauptstr. 31","Берн",,"3012","Швейцария"
11030,"SAVEA",7,"04/17/98 00:00:00","05/15/98 00:00:00","04/27/98 00:00:00",2,830.7500,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
11031,"SAVEA",6,"04/17/98 00:00:00","05/15/98 00:00:00","04/24/98 00:00:00",2,227.2200,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
11032,"WHITC",2,"04/17/98 00:00:00","05/15/98 00:00:00","04/23/98 00:00:00",3,606.1900,"White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
11033,"RICSU",7,"04/17/98 00:00:00","05/15/98 00:00:00","04/23/98 00:00:00",3,84.7400,"Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
11034,"OLDWO",8,"04/20/98 00:00:00","06/01/98 00:00:00","04/27/98 00:00:00",1,40.3200,"Old World Delicatessen","2743 Bering St.","Анкоридж","AK","99508","США"
11035,"SUPRD",2,"04/20/98 00:00:00","05/18/98 00:00:00","04/24/98 00:00:00",2,0.1700,"Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
11036,"DRACD",8,"04/20/98 00:00:00","05/18/98 00:00:00","04/22/98 00:00:00",3,149.4700,"Drachenblut Delikatessen","Walserweg 21","Ахен",,"52066","Германия"
11037,"GODOS",7,"04/21/98 00:00:00","05/19/98 00:00:00","04/27/98 00:00:00",1,3.2000,"Godos Cocina Tipica","C/ Romero, 33","Севилья",,"41101","Испания"
11038,"SUPRD",1,"04/21/98 00:00:00","05/19/98 00:00:00","04/30/98 00:00:00",2,29.5900,"Supremes delices","Boulevard Tirou, 255","Шарлеруа",,"B-6000","Бельгия"
11039,"LINOD",1,"04/21/98 00:00:00","05/19/98 00:00:00",,2,65.0000,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","О-в Маргариты","Nueva Esparta","4980","Венесуэлла"
11040,"GREAL",4,"04/22/98 00:00:00","05/20/98 00:00:00",,3,18.8400,"Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
11041,"CHOPS",3,"04/22/98 00:00:00","05/20/98 00:00:00","04/28/98 00:00:00",2,48.2200,"Chop-suey Chinese","Hauptstr. 31","Берн",,"3012","Швейцария"
11042,"COMMI",2,"04/22/98 00:00:00","05/06/98 00:00:00","05/01/98 00:00:00",1,29.9900,"Comercio Mineiro","Av. dos Lusiadas, 23","Сан-Пауло","SP","05432-043","Бразилия"
11043,"SPECD",5,"04/22/98 00:00:00","05/20/98 00:00:00","04/29/98 00:00:00",2,8.8000,"Specialites du monde","25, rue Lauriston","Париж",,"75016","Франция"
11044,"WOLZA",4,"04/23/98 00:00:00","05/21/98 00:00:00","05/01/98 00:00:00",1,8.7200,"Wolski Zajazd","ul. Filtrowa 68","Варшава",,"01-012","Польша"
11045,"BOTTM",6,"04/23/98 00:00:00","05/21/98 00:00:00",,2,70.5800,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
11046,"WANDK",8,"04/23/98 00:00:00","05/21/98 00:00:00","04/24/98 00:00:00",2,71.6400,"Die Wandernde Kuh","Adenauerallee 900","Штутгарт",,"70563","Германия"
11047,"EASTC",7,"04/24/98 00:00:00","05/22/98 00:00:00","05/01/98 00:00:00",3,46.6200,"Eastern Connection","35 King George","Лондон",,"WX3 6FW","Великобритания"
11048,"BOTTM",7,"04/24/98 00:00:00","05/22/98 00:00:00","04/30/98 00:00:00",3,24.1200,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Тсавассен","BC","T2F 8M4","Канада"
11049,"GOURL",3,"04/24/98 00:00:00","05/22/98 00:00:00","05/04/98 00:00:00",1,8.3400,"Gourmet Lanchonetes","Av. Brasil, 442","Кампинас","SP","04876-786","Бразилия"
11050,"FOLKO",8,"04/27/98 00:00:00","05/25/98 00:00:00","05/05/98 00:00:00",2,59.4100,"Folk och fa HB","Lkergatan 24","Брекке",,"S-844 67","Швеция"
11051,"LAMAI",7,"04/27/98 00:00:00","05/25/98 00:00:00",,3,2.7900,"La maison d'Asie","1 rue Alsace-Lorraine","Тулуза",,"31000","Франция"
11052,"HANAR",3,"04/27/98 00:00:00","05/25/98 00:00:00","05/01/98 00:00:00",1,67.2600,"Hanari Carnes","Rua do Paco, 67","Рио-де-Жанейро","RJ","05454-876","Бразилия"
11053,"PICCO",2,"04/27/98 00:00:00","05/25/98 00:00:00","04/29/98 00:00:00",2,53.0500,"Piccolo und mehr","Geislweg 14","Зальцбург",,"5020","Австрия"
11054,"CACTU",8,"04/28/98 00:00:00","05/26/98 00:00:00",,1,0.3300,"Cactus Comidas para llevar","Cerrito 333","Буэнос-Айрес",,"1010","Аргентина"
11055,"HILAA",7,"04/28/98 00:00:00","05/26/98 00:00:00","05/05/98 00:00:00",2,120.9200,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","Сан-Кристобаль","Tochira","5022","Венесуэлла"
11056,"EASTC",8,"04/28/98 00:00:00","05/12/98 00:00:00","05/01/98 00:00:00",2,278.9600,"Eastern Connection","35 King George","Лондон",,"WX3 6FW","Великобритания"
11057,"NORTS",3,"04/29/98 00:00:00","05/27/98 00:00:00","05/01/98 00:00:00",3,4.1300,"North/South","South House
300 Queensbridge","Лондон",,"SW7 1RZ","Великобритания"
11058,"BLAUS",9,"04/29/98 00:00:00","05/27/98 00:00:00",,3,31.1400,"Blauer See Delikatessen","Forsterstr. 57","Мангейм",,"68306","Германия"
11059,"RICAR",2,"04/29/98 00:00:00","06/10/98 00:00:00",,2,85.8000,"Ricardo Adocicados","Av. Copacabana, 267","Рио-де-Жанейро","RJ","02389-890","Бразилия"
11060,"FRANS",2,"04/30/98 00:00:00","05/28/98 00:00:00","05/04/98 00:00:00",2,10.9800,"Franchi S.p.A.","Via Monte Bianco 34","Турин",,"10100","Италия"
11061,"GREAL",4,"04/30/98 00:00:00","06/11/98 00:00:00",,3,14.0100,"Great Lakes Food Market","2732 Baker Blvd.","Юджин","OR","97403","США"
11062,"REGGC",4,"04/30/98 00:00:00","05/28/98 00:00:00",,2,29.9300,"Reggiani Caseifici","Strada Provinciale 124","Реджио-Эмилио",,"42100","Италия"
11063,"HUNGO",3,"04/30/98 00:00:00","05/28/98 00:00:00","05/06/98 00:00:00",2,81.7300,"Hungry Owl All-Night Grocers","8 Johnstown Road","Корк","Co. Cork",,"Ирландия"
11064,"SAVEA",1,"05/01/98 00:00:00","05/29/98 00:00:00","05/04/98 00:00:00",1,30.0900,"Save-a-lot Markets","187 Suffolk Ln.","Буа","ID","83720","США"
11065,"LILAS",8,"05/01/98 00:00:00","05/29/98 00:00:00",,1,12.9100,"LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
11066,"WHITC",7,"05/01/98 00:00:00","05/29/98 00:00:00","05/04/98 00:00:00",2,44.7200,"White Clover Markets","1029 - 12th Ave. S.","Сиэтл","WA","98124","США"
11067,"DRACD",1,"05/04/98 00:00:00","05/18/98 00:00:00","05/06/98 00:00:00",2,7.9800,"Drachenblut Delikatessen","Walserweg 21","Ахен",,"52066","Германия"
11068,"QUEEN",8,"05/04/98 00:00:00","06/01/98 00:00:00",,2,81.7500,"Queen Cozinha","Alameda dos Canarios, 891","Сан-Пауло","SP","05487-020","Бразилия"
11069,"TORTU",1,"05/04/98 00:00:00","06/01/98 00:00:00","05/06/98 00:00:00",2,15.6700,"Tortuga Restaurante","Avda. Azteca 123","Мехико",,"05033","Мексика"
11070,"LEHMS",2,"05/05/98 00:00:00","06/02/98 00:00:00",,1,136.0000,"Lehmanns Marktstand","Magazinweg 7","Франкфурт",,"60528","Германия"
11071,"LILAS",1,"05/05/98 00:00:00","06/02/98 00:00:00",,1,0.9300,"LILA-Supermercado","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Баркисимето","Lara","3508","Венесуэлла"
11072,"ERNSH",4,"05/05/98 00:00:00","06/02/98 00:00:00",,2,258.6400,"Ernst Handel","Kirchgasse 6","Грасс",,"8010","Австрия"
11073,"PERIC",2,"05/05/98 00:00:00","06/02/98 00:00:00",,2,24.9500,"Pericles Comidas clasicas","Calle Dr. Jorge Cash 321","Мехико",,"05033","Мексика"
11074,"SIMOB",7,"05/06/98 00:00:00","06/03/98 00:00:00",,2,18.4400,"Simons bistro","Vinbaeltet 34","Копенгаген",,"1734","Дания"
11075,"RICSU",8,"05/06/98 00:00:00","06/03/98 00:00:00",,2,6.1900,"Richter Supermarkt","Starenweg 5","Женева",,"1204","Швейцария"
11076,"BONAP",4,"05/06/98 00:00:00","06/03/98 00:00:00",,2,38.2800,"Bon app'","12, rue des Bouchers","Марсель",,"13008","Франция"
11077,"RATTC",1,"05/06/98 00:00:00","06/03/98 00:00:00",,2,8.5300,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Альбукерке","NM","87110","США"
